CIDADE	ESTADO
São Francisco	Minas Gerais
São Francisco de Paula	Minas Gerais
São Francisco de Sales	Minas Gerais
São Francisco do Glória	Minas Gerais
São Geraldo	Minas Gerais
São Geraldo da Piedade	Minas Gerais
São Geraldo do Baixio	Minas Gerais
São Gonçalo do Abaeté	Minas Gerais
São Gonçalo do Pará	Minas Gerais
São Gonçalo do Rio Abaixo	Minas Gerais
São Gonçalo do Rio Preto	Minas Gerais
São Gonçalo do Sapucaí	Minas Gerais
São Gotardo	Minas Gerais
São João Batista do Glória	Minas Gerais
São João da Lagoa	Minas Gerais
São João da Mata	Minas Gerais
São João da Ponte	Minas Gerais
São João das Missões	Minas Gerais
São João del Rei	Minas Gerais
São João do Manhuaçu	Minas Gerais
São João do Manteninha	Minas Gerais
São João do Oriente	Minas Gerais
São João do Pacuí	Minas Gerais
São João do Paraíso	Minas Gerais
São João Evangelista	Minas Gerais
São João Nepomuceno	Minas Gerais
São Joaquim de Bicas	Minas Gerais
São José da Barra	Minas Gerais
São José da Lapa	Minas Gerais
São José da Safira	Minas Gerais
São José da Varginha	Minas Gerais
São José do Alegre	Minas Gerais
São José do Divino	Minas Gerais
São José do Goiabal	Minas Gerais
São José do Jacuri	Minas Gerais
São José do Mantimento	Minas Gerais
São Lourenço	Minas Gerais
São Miguel do Anta	Minas Gerais
São Pedro da União	Minas Gerais
São Pedro do Suaçuí	Minas Gerais
São Pedro dos Ferros	Minas Gerais
São Romão	Minas Gerais
São Roque de Minas	Minas Gerais
São Sebastião da Bela Vista	Minas Gerais
São Sebastião da Vargem Alegre	Minas Gerais
São Sebastião do Anta	Minas Gerais
São Sebastião do Maranhão	Minas Gerais
São Sebastião do Oeste	Minas Gerais
São Sebastião do Paraíso	Minas Gerais
São Sebastião do Rio Preto	Minas Gerais
São Sebastião do Rio Verde	Minas Gerais
São Thomé das Letras	Minas Gerais
São Tiago	Minas Gerais
São Tomás de Aquino	Minas Gerais
São Vicente de Minas	Minas Gerais
Sapucaí-Mirim	Minas Gerais
Sardoá	Minas Gerais
Sarzedo	Minas Gerais
Sem-Peixe	Minas Gerais
Senador Amaral	Minas Gerais
Senador Cortes	Minas Gerais
Senador Firmino	Minas Gerais
Senador José Bento	Minas Gerais
Senador Modestino Gonçalves	Minas Gerais
Senhora de Oliveira	Minas Gerais
Senhora do Porto	Minas Gerais
Senhora dos Remédios	Minas Gerais
Sericita	Minas Gerais
Seritinga	Minas Gerais
Serra Azul de Minas	Minas Gerais
Serra da Saudade	Minas Gerais
Serra do Salitre	Minas Gerais
Serra dos Aimorés	Minas Gerais
Serrania	Minas Gerais
Serranópolis de Minas	Minas Gerais
Serranos	Minas Gerais
Serro	Minas Gerais
Sete Lagoas	Minas Gerais
Setubinha	Minas Gerais
Silveirânia	Minas Gerais
Silvianópolis	Minas Gerais
Simão Pereira	Minas Gerais
Simonésia	Minas Gerais
Sobrália	Minas Gerais
Soledade de Minas	Minas Gerais
Tabuleiro	Minas Gerais
Taiobeiras	Minas Gerais
Taparuba	Minas Gerais
Tapira	Minas Gerais
Tapiraí	Minas Gerais
Taquaraçu de Minas	Minas Gerais
Tarumirim	Minas Gerais
Teixeiras	Minas Gerais
Teófilo Otoni	Minas Gerais
Timóteo	Minas Gerais
Tiradentes	Minas Gerais
Tiros	Minas Gerais
Tocantins	Minas Gerais
Tocos do Moji	Minas Gerais
Toledo	Minas Gerais
Tombos	Minas Gerais
Três Corações	Minas Gerais
Três Marias	Minas Gerais
Três Pontas	Minas Gerais
Tumiritinga	Minas Gerais
Tupaciguara	Minas Gerais
Turmalina	Minas Gerais
Turvolândia	Minas Gerais
Ubá	Minas Gerais
Ubaí	Minas Gerais
Ubaporanga	Minas Gerais
Uberaba	Minas Gerais
Uberlândia	Minas Gerais
Umburatiba	Minas Gerais
Unaí	Minas Gerais
União de Minas	Minas Gerais
Uruana de Minas	Minas Gerais
Urucânia	Minas Gerais
Urucuia	Minas Gerais
Vargem Alegre	Minas Gerais
Vargem Bonita	Minas Gerais
Vargem Grande do Rio Pardo	Minas Gerais
Varginha	Minas Gerais
Varjão de Minas	Minas Gerais
Várzea da Palma	Minas Gerais
Varzelândia	Minas Gerais
Vazante	Minas Gerais
Verdelândia	Minas Gerais
Veredinha	Minas Gerais
Veríssimo	Minas Gerais
Vermelho Novo	Minas Gerais
Vespasiano	Minas Gerais
Viçosa	Minas Gerais
Vieiras	Minas Gerais
Virgem da Lapa	Minas Gerais
Virgínia	Minas Gerais
Virginópolis	Minas Gerais
Virgolândia	Minas Gerais
Visconde do Rio Branco	Minas Gerais
Volta Grande	Minas Gerais
Wenceslau Braz	Minas Gerais
Afonso Cláudio	Espírito Santo
Água Doce do Norte	Espírito Santo
Águia Branca	Espírito Santo
Alegre	Espírito Santo
Alfredo Chaves	Espírito Santo
Alto Rio Novo	Espírito Santo
Anchieta	Espírito Santo
Apiacá	Espírito Santo
Aracruz	Espírito Santo
Atílio Vivacqua	Espírito Santo
Baixo Guandu	Espírito Santo
Barra de São Francisco	Espírito Santo
Boa Esperança	Espírito Santo
Bom Jesus do Norte	Espírito Santo
Brejetuba	Espírito Santo
Cachoeiro de Itapemirim	Espírito Santo
Cariacica	Espírito Santo
Castelo	Espírito Santo
Colatina	Espírito Santo
Conceição da Barra	Espírito Santo
Conceição do Castelo	Espírito Santo
Divino de São Lourenço	Espírito Santo
Domingos Martins	Espírito Santo
Dores do Rio Preto	Espírito Santo
Ecoporanga	Espírito Santo
Fundão	Espírito Santo
Governador Lindenberg	Espírito Santo
Guaçuí	Espírito Santo
Guarapari	Espírito Santo
Ibatiba	Espírito Santo
Ibiraçu	Espírito Santo
Ibitirama	Espírito Santo
Iconha	Espírito Santo
Irupi	Espírito Santo
Itaguaçu	Espírito Santo
Itapemirim	Espírito Santo
Itarana	Espírito Santo
Iúna	Espírito Santo
Jaguaré	Espírito Santo
Jerônimo Monteiro	Espírito Santo
João Neiva	Espírito Santo
Laranja da Terra	Espírito Santo
Linhares	Espírito Santo
Mantenópolis	Espírito Santo
Marataízes	Espírito Santo
Marechal Floriano	Espírito Santo
Marilândia	Espírito Santo
Mimoso do Sul	Espírito Santo
Montanha	Espírito Santo
Mucurici	Espírito Santo
Muniz Freire	Espírito Santo
Muqui	Espírito Santo
Nova Venécia	Espírito Santo
Pancas	Espírito Santo
Pedro Canário	Espírito Santo
Pinheiros	Espírito Santo
Piúma	Espírito Santo
Ponto Belo	Espírito Santo
Presidente Kennedy	Espírito Santo
Rio Bananal	Espírito Santo
Rio Novo do Sul	Espírito Santo
Santa Leopoldina	Espírito Santo
Santa Maria de Jetibá	Espírito Santo
Santa Teresa	Espírito Santo
São Domingos do Norte	Espírito Santo
São Gabriel da Palha	Espírito Santo
São José do Calçado	Espírito Santo
São Mateus	Espírito Santo
São Roque do Canaã	Espírito Santo
Serra	Espírito Santo
Sooretama	Espírito Santo
Vargem Alta	Espírito Santo
Venda Nova do Imigrante	Espírito Santo
Viana	Espírito Santo
Vila Pavão	Espírito Santo
Vila Valério	Espírito Santo
Vila Velha	Espírito Santo
Vitória	Espírito Santo
Angra dos Reis	Rio de Janeiro
Aperibé	Rio de Janeiro
Araruama	Rio de Janeiro
Areal	Rio de Janeiro
Armação dos Búzios	Rio de Janeiro
Arraial do Cabo	Rio de Janeiro
Barra do Piraí	Rio de Janeiro
Barra Mansa	Rio de Janeiro
Belford Roxo	Rio de Janeiro
Bom Jardim	Rio de Janeiro
Bom Jesus do Itabapoana	Rio de Janeiro
Cabo Frio	Rio de Janeiro
Cachoeiras de Macacu	Rio de Janeiro
Cambuci	Rio de Janeiro
Campos dos Goytacazes	Rio de Janeiro
Cantagalo	Rio de Janeiro
Carapebus	Rio de Janeiro
Cardoso Moreira	Rio de Janeiro
Carmo	Rio de Janeiro
Casimiro de Abreu	Rio de Janeiro
Comendador Levy Gasparian	Rio de Janeiro
Conceição de Macabu	Rio de Janeiro
Cordeiro	Rio de Janeiro
Duas Barras	Rio de Janeiro
Duque de Caxias	Rio de Janeiro
Engenheiro Paulo de Frontin	Rio de Janeiro
Guapimirim	Rio de Janeiro
Iguaba Grande	Rio de Janeiro
Itaboraí	Rio de Janeiro
Itaguaí	Rio de Janeiro
Italva	Rio de Janeiro
Itaocara	Rio de Janeiro
Itaperuna	Rio de Janeiro
Itatiaia	Rio de Janeiro
Japeri	Rio de Janeiro
Laje do Muriaé	Rio de Janeiro
Macaé	Rio de Janeiro
Macuco	Rio de Janeiro
Magé	Rio de Janeiro
Mangaratiba	Rio de Janeiro
Maricá	Rio de Janeiro
Mendes	Rio de Janeiro
Mesquita	Rio de Janeiro
Miguel Pereira	Rio de Janeiro
Miracema	Rio de Janeiro
Natividade	Rio de Janeiro
Nilópolis	Rio de Janeiro
Niterói	Rio de Janeiro
Nova Friburgo	Rio de Janeiro
Nova Iguaçu	Rio de Janeiro
Paracambi	Rio de Janeiro
Paraíba do Sul	Rio de Janeiro
Paraty	Rio de Janeiro
Paty do Alferes	Rio de Janeiro
Petrópolis	Rio de Janeiro
Pinheiral	Rio de Janeiro
Piraí	Rio de Janeiro
Porciúncula	Rio de Janeiro
Porto Real	Rio de Janeiro
Quatis	Rio de Janeiro
Queimados	Rio de Janeiro
Quissamã	Rio de Janeiro
Resende	Rio de Janeiro
Rio Bonito	Rio de Janeiro
Rio Claro	Rio de Janeiro
Rio das Flores	Rio de Janeiro
Rio das Ostras	Rio de Janeiro
Rio de Janeiro	Rio de Janeiro
Santa Maria Madalena	Rio de Janeiro
Santo Antônio de Pádua	Rio de Janeiro
São Fidélis	Rio de Janeiro
São Francisco de Itabapoana	Rio de Janeiro
São Gonçalo	Rio de Janeiro
São João da Barra	Rio de Janeiro
São João de Meriti	Rio de Janeiro
São José de Ubá	Rio de Janeiro
São José do Vale do Rio Preto	Rio de Janeiro
São Pedro da Aldeia	Rio de Janeiro
São Sebastião do Alto	Rio de Janeiro
Sapucaia	Rio de Janeiro
Saquarema	Rio de Janeiro
Seropédica	Rio de Janeiro
Silva Jardim	Rio de Janeiro
Sumidouro	Rio de Janeiro
Tanguá	Rio de Janeiro
Teresópolis	Rio de Janeiro
Trajano de Moraes	Rio de Janeiro
Três Rios	Rio de Janeiro
Valença	Rio de Janeiro
Varre-Sai	Rio de Janeiro
Vassouras	Rio de Janeiro
Volta Redonda	Rio de Janeiro
Adamantina	São Paulo
Adolfo	São Paulo
Aguaí	São Paulo
Águas da Prata	São Paulo
Águas de Lindóia	São Paulo
Águas de Santa Bárbara	São Paulo
Águas de São Pedro	São Paulo
Agudos	São Paulo
Alambari	São Paulo
Alfredo Marcondes	São Paulo
Altair	São Paulo
Altinópolis	São Paulo
Alto Alegre	São Paulo
Alumínio	São Paulo
Álvares Florence	São Paulo
Álvares Machado	São Paulo
Álvaro de Carvalho	São Paulo
Alvinlândia	São Paulo
Americana	São Paulo
Américo Brasiliense	São Paulo
Américo de Campos	São Paulo
Amparo	São Paulo
Analândia	São Paulo
Andradina	São Paulo
Angatuba	São Paulo
Anhembi	São Paulo
Anhumas	São Paulo
Aparecida	São Paulo
Aparecida d'Oeste	São Paulo
Apiaí	São Paulo
Araçariguama	São Paulo
Araçatuba	São Paulo
Araçoiaba da Serra	São Paulo
Aramina	São Paulo
Arandu	São Paulo
Arapeí	São Paulo
Araraquara	São Paulo
Araras	São Paulo
Arco-Íris	São Paulo
Arealva	São Paulo
Areias	São Paulo
Areiópolis	São Paulo
Ariranha	São Paulo
Artur Nogueira	São Paulo
Arujá	São Paulo
Aspásia	São Paulo
Assis	São Paulo
Atibaia	São Paulo
Auriflama	São Paulo
Avaí	São Paulo
Avanhandava	São Paulo
Avaré	São Paulo
Bady Bassitt	São Paulo
Balbinos	São Paulo
Bálsamo	São Paulo
Bananal	São Paulo
Barão de Antonina	São Paulo
Barbosa	São Paulo
Bariri	São Paulo
Barra Bonita	São Paulo
Barra do Chapéu	São Paulo
Barra do Turvo	São Paulo
Barretos	São Paulo
Barrinha	São Paulo
Barueri	São Paulo
Bastos	São Paulo
Batatais	São Paulo
Bauru	São Paulo
Bebedouro	São Paulo
Bento de Abreu	São Paulo
Bernardino de Campos	São Paulo
Bertioga	São Paulo
Bilac	São Paulo
Birigui	São Paulo
Biritiba Mirim	São Paulo
Boa Esperança do Sul	São Paulo
Bocaina	São Paulo
Bofete	São Paulo
Boituva	São Paulo
Bom Jesus dos Perdões	São Paulo
Bom Sucesso de Itararé	São Paulo
Borá	São Paulo
Boracéia	São Paulo
Borborema	São Paulo
Borebi	São Paulo
Botucatu	São Paulo
Bragança Paulista	São Paulo
Braúna	São Paulo
Brejo Alegre	São Paulo
Brodowski	São Paulo
Brotas	São Paulo
Buri	São Paulo
Buritama	São Paulo
Buritizal	São Paulo
Cabrália Paulista	São Paulo
Cabreúva	São Paulo
Caçapava	São Paulo
Cachoeira Paulista	São Paulo
Caconde	São Paulo
Cafelândia	São Paulo
Caiabu	São Paulo
Caieiras	São Paulo
Caiuá	São Paulo
Cajamar	São Paulo
Cajati	São Paulo
Cajobi	São Paulo
Cajuru	São Paulo
Campina do Monte Alegre	São Paulo
Campinas	São Paulo
Campo Limpo Paulista	São Paulo
Campos do Jordão	São Paulo
Campos Novos Paulista	São Paulo
Cananéia	São Paulo
Canas	São Paulo
Cândido Mota	São Paulo
Cândido Rodrigues	São Paulo
Canitar	São Paulo
Capão Bonito	São Paulo
Capela do Alto	São Paulo
Capivari	São Paulo
Caraguatatuba	São Paulo
Carapicuíba	São Paulo
Cardoso	São Paulo
Casa Branca	São Paulo
Cássia dos Coqueiros	São Paulo
Castilho	São Paulo
Catanduva	São Paulo
Catiguá	São Paulo
Cedral	São Paulo
Cerqueira César	São Paulo
Cerquilho	São Paulo
Cesário Lange	São Paulo
Charqueada	São Paulo
Chavantes	São Paulo
Clementina	São Paulo
Colina	São Paulo
Colômbia	São Paulo
Conchal	São Paulo
Conchas	São Paulo
Cordeirópolis	São Paulo
Coroados	São Paulo
Coronel Macedo	São Paulo
Corumbataí	São Paulo
Cosmópolis	São Paulo
Cosmorama	São Paulo
Cotia	São Paulo
Cravinhos	São Paulo
Cristais Paulista	São Paulo
Cruzália	São Paulo
Cruzeiro	São Paulo
Cubatão	São Paulo
Cunha	São Paulo
Descalvado	São Paulo
Diadema	São Paulo
Dirce Reis	São Paulo
Divinolândia	São Paulo
Dobrada	São Paulo
Dois Córregos	São Paulo
Dolcinópolis	São Paulo
Dourado	São Paulo
Dracena	São Paulo
Duartina	São Paulo
Dumont	São Paulo
Echaporã	São Paulo
Eldorado	São Paulo
Elias Fausto	São Paulo
Elisiário	São Paulo
Embaúba	São Paulo
Embu das Artes	São Paulo
Embu-Guaçu	São Paulo
Emilianópolis	São Paulo
Engenheiro Coelho	São Paulo
Espírito Santo do Pinhal	São Paulo
Espírito Santo do Turvo	São Paulo
Estiva Gerbi	São Paulo
Estrela do Norte	São Paulo
Estrela d'Oeste	São Paulo
Euclides da Cunha Paulista	São Paulo
Fartura	São Paulo
Fernando Prestes	São Paulo
Fernandópolis	São Paulo
Fernão	São Paulo
Ferraz de Vasconcelos	São Paulo
Flora Rica	São Paulo
Floreal	São Paulo
Flórida Paulista	São Paulo
Florínea	São Paulo
Franca	São Paulo
Francisco Morato	São Paulo
Franco da Rocha	São Paulo
Gabriel Monteiro	São Paulo
Gália	São Paulo
Garça	São Paulo
Gastão Vidigal	São Paulo
Gavião Peixoto	São Paulo
General Salgado	São Paulo
Getulina	São Paulo
Glicério	São Paulo
Guaiçara	São Paulo
Guaimbê	São Paulo
Guaíra	São Paulo
Guapiaçu	São Paulo
Guapiara	São Paulo
Guará	São Paulo
Guaraçaí	São Paulo
Guaraci	São Paulo
Guarani d'Oeste	São Paulo
Guarantã	São Paulo
Guararapes	São Paulo
Guararema	São Paulo
Guaratinguetá	São Paulo
Guareí	São Paulo
Guariba	São Paulo
Guarujá	São Paulo
Guarulhos	São Paulo
Guatapará	São Paulo
Guzolândia	São Paulo
Herculândia	São Paulo
Holambra	São Paulo
Hortolândia	São Paulo
Iacanga	São Paulo
Iacri	São Paulo
Iaras	São Paulo
Ibaté	São Paulo
Ibirá	São Paulo
Ibirarema	São Paulo
Ibitinga	São Paulo
Ibiúna	São Paulo
Icém	São Paulo
Iepê	São Paulo
Igaraçu do Tietê	São Paulo
Igarapava	São Paulo
Igaratá	São Paulo
Iguape	São Paulo
Ilha Comprida	São Paulo
Ilha Solteira	São Paulo
Ilhabela	São Paulo
Indaiatuba	São Paulo
Indiana	São Paulo
Indiaporã	São Paulo
Inúbia Paulista	São Paulo
Ipaussu	São Paulo
Iperó	São Paulo
Ipeúna	São Paulo
Ipiguá	São Paulo
Iporanga	São Paulo
Ipuã	São Paulo
Iracemápolis	São Paulo
Irapuã	São Paulo
Irapuru	São Paulo
Itaberá	São Paulo
Itaí	São Paulo
Itajobi	São Paulo
Itaju	São Paulo
Itanhaém	São Paulo
Itaoca	São Paulo
Itapecerica da Serra	São Paulo
Itapetininga	São Paulo
Itapeva	São Paulo
Itapevi	São Paulo
Itapira	São Paulo
Itapirapuã Paulista	São Paulo
Itápolis	São Paulo
Itaporanga	São Paulo
Itapuí	São Paulo
Itapura	São Paulo
Itaquaquecetuba	São Paulo
Itararé	São Paulo
Itariri	São Paulo
Itatiba	São Paulo
Itatinga	São Paulo
Itirapina	São Paulo
Itirapuã	São Paulo
Itobi	São Paulo
Itu	São Paulo
Itupeva	São Paulo
Ituverava	São Paulo
Jaborandi	São Paulo
Jaboticabal	São Paulo
Jacareí	São Paulo
Jaci	São Paulo
Jacupiranga	São Paulo
Jaguariúna	São Paulo
Jales	São Paulo
Jambeiro	São Paulo
Jandira	São Paulo
Jardinópolis	São Paulo
Jarinu	São Paulo
Jaú	São Paulo
Jeriquara	São Paulo
Joanópolis	São Paulo
João Ramalho	São Paulo
José Bonifácio	São Paulo
Júlio Mesquita	São Paulo
Jumirim	São Paulo
Jundiaí	São Paulo
Junqueirópolis	São Paulo
Juquiá	São Paulo
Juquitiba	São Paulo
Lagoinha	São Paulo
Laranjal Paulista	São Paulo
Lavínia	São Paulo
Lavrinhas	São Paulo
Leme	São Paulo
Lençóis Paulista	São Paulo
Limeira	São Paulo
Lindóia	São Paulo
Lins	São Paulo
Lorena	São Paulo
Lourdes	São Paulo
Louveira	São Paulo
Lucélia	São Paulo
Lucianópolis	São Paulo
Luís Antônio	São Paulo
Luiziânia	São Paulo
Lupércio	São Paulo
Lutécia	São Paulo
Macatuba	São Paulo
Macaubal	São Paulo
Macedônia	São Paulo
Magda	São Paulo
Mairinque	São Paulo
Mairiporã	São Paulo
Manduri	São Paulo
Marabá Paulista	São Paulo
Maracaí	São Paulo
Marapoama	São Paulo
Mariápolis	São Paulo
Marília	São Paulo
Marinópolis	São Paulo
Martinópolis	São Paulo
Matão	São Paulo
Mauá	São Paulo
Mendonça	São Paulo
Meridiano	São Paulo
Mesópolis	São Paulo
Miguelópolis	São Paulo
Mineiros do Tietê	São Paulo
Mira Estrela	São Paulo
Miracatu	São Paulo
Mirandópolis	São Paulo
Mirante do Paranapanema	São Paulo
Mirassol	São Paulo
Mirassolândia	São Paulo
Mococa	São Paulo
Mogi das Cruzes	São Paulo
Mogi Guaçu	São Paulo
Mogi Mirim	São Paulo
Mombuca	São Paulo
Monções	São Paulo
Mongaguá	São Paulo
Monte Alegre do Sul	São Paulo
Monte Alto	São Paulo
Monte Aprazível	São Paulo
Monte Azul Paulista	São Paulo
Monte Castelo	São Paulo
Monte Mor	São Paulo
Monteiro Lobato	São Paulo
Morro Agudo	São Paulo
Morungaba	São Paulo
Motuca	São Paulo
Murutinga do Sul	São Paulo
Nantes	São Paulo
Narandiba	São Paulo
Natividade da Serra	São Paulo
Nazaré Paulista	São Paulo
Neves Paulista	São Paulo
Nhandeara	São Paulo
Nipoã	São Paulo
Nova Aliança	São Paulo
Nova Campina	São Paulo
Nova Canaã Paulista	São Paulo
Nova Castilho	São Paulo
Nova Europa	São Paulo
Nova Granada	São Paulo
Nova Guataporanga	São Paulo
Nova Independência	São Paulo
Nova Luzitânia	São Paulo
Nova Odessa	São Paulo
Novais	São Paulo
Novo Horizonte	São Paulo
Nuporanga	São Paulo
Ocauçu	São Paulo
Óleo	São Paulo
Olímpia	São Paulo
Onda Verde	São Paulo
Oriente	São Paulo
Orindiúva	São Paulo
Orlândia	São Paulo
Osasco	São Paulo
Oscar Bressane	São Paulo
Osvaldo Cruz	São Paulo
Ourinhos	São Paulo
Ouro Verde	São Paulo
Ouroeste	São Paulo
Pacaembu	São Paulo
Palestina	São Paulo
Palmares Paulista	São Paulo
Palmeira d'Oeste	São Paulo
Palmital	São Paulo
Panorama	São Paulo
Paraguaçu Paulista	São Paulo
Paraibuna	São Paulo
Paraíso	São Paulo
Paranapanema	São Paulo
Paranapuã	São Paulo
Parapuã	São Paulo
Pardinho	São Paulo
Pariquera-Açu	São Paulo
Parisi	São Paulo
Patrocínio Paulista	São Paulo
Paulicéia	São Paulo
Paulínia	São Paulo
Paulistânia	São Paulo
Paulo de Faria	São Paulo
Pederneiras	São Paulo
Pedra Bela	São Paulo
Pedranópolis	São Paulo
Pedregulho	São Paulo
Pedreira	São Paulo
Pedrinhas Paulista	São Paulo
Pedro de Toledo	São Paulo
Penápolis	São Paulo
Pereira Barreto	São Paulo
Pereiras	São Paulo
Peruíbe	São Paulo
Piacatu	São Paulo
Piedade	São Paulo
Pilar do Sul	São Paulo
Pindamonhangaba	São Paulo
Pindorama	São Paulo
Pinhalzinho	São Paulo
Piquerobi	São Paulo
Piquete	São Paulo
Piracaia	São Paulo
Piracicaba	São Paulo
Piraju	São Paulo
Pirajuí	São Paulo
Pirangi	São Paulo
Pirapora do Bom Jesus	São Paulo
Pirapozinho	São Paulo
Pirassununga	São Paulo
Piratininga	São Paulo
Pitangueiras	São Paulo
Planalto	São Paulo
Platina	São Paulo
Poá	São Paulo
Poloni	São Paulo
Pompéia	São Paulo
Pongaí	São Paulo
Pontal	São Paulo
Pontalinda	São Paulo
Pontes Gestal	São Paulo
Populina	São Paulo
Porangaba	São Paulo
Porto Feliz	São Paulo
Porto Ferreira	São Paulo
Potim	São Paulo
Potirendaba	São Paulo
Pracinha	São Paulo
Pradópolis	São Paulo
Praia Grande	São Paulo
Pratânia	São Paulo
Presidente Alves	São Paulo
Presidente Bernardes	São Paulo
Presidente Epitácio	São Paulo
Presidente Prudente	São Paulo
Presidente Venceslau	São Paulo
Promissão	São Paulo
Quadra	São Paulo
Quatá	São Paulo
Queiroz	São Paulo
Queluz	São Paulo
Quintana	São Paulo
Rafard	São Paulo
Rancharia	São Paulo
Redenção da Serra	São Paulo
Regente Feijó	São Paulo
Reginópolis	São Paulo
Registro	São Paulo
Restinga	São Paulo
Ribeira	São Paulo
Ribeirão Bonito	São Paulo
Ribeirão Branco	São Paulo
Ribeirão Corrente	São Paulo
Ribeirão do Sul	São Paulo
Ribeirão dos Índios	São Paulo
Ribeirão Grande	São Paulo
Ribeirão Pires	São Paulo
Ribeirão Preto	São Paulo
Rifaina	São Paulo
Rincão	São Paulo
Rinópolis	São Paulo
Rio Claro	São Paulo
Rio das Pedras	São Paulo
Rio Grande da Serra	São Paulo
Riolândia	São Paulo
Riversul	São Paulo
Rosana	São Paulo
Roseira	São Paulo
Rubiácea	São Paulo
Rubinéia	São Paulo
Sabino	São Paulo
Sagres	São Paulo
Sales	São Paulo
Sales Oliveira	São Paulo
Salesópolis	São Paulo
Salmourão	São Paulo
Saltinho	São Paulo
Salto	São Paulo
Salto de Pirapora	São Paulo
Salto Grande	São Paulo
Sandovalina	São Paulo
Santa Adélia	São Paulo
Santa Albertina	São Paulo
Santa Bárbara d'Oeste	São Paulo
Santa Branca	São Paulo
Santa Clara d'Oeste	São Paulo
Santa Cruz da Conceição	São Paulo
Santa Cruz da Esperança	São Paulo
Santa Cruz das Palmeiras	São Paulo
Santa Cruz do Rio Pardo	São Paulo
Santa Ernestina	São Paulo
Santa Fé do Sul	São Paulo
Santa Gertrudes	São Paulo
Santa Isabel	São Paulo
Santa Lúcia	São Paulo
Santa Maria da Serra	São Paulo
Santa Mercedes	São Paulo
Santa Rita do Passa Quatro	São Paulo
Santa Rita d'Oeste	São Paulo
Santa Rosa de Viterbo	São Paulo
Santa Salete	São Paulo
Santana da Ponte Pensa	São Paulo
Santana de Parnaíba	São Paulo
Santo Anastácio	São Paulo
Santo André	São Paulo
Santo Antônio da Alegria	São Paulo
Santo Antônio de Posse	São Paulo
Santo Antônio do Aracanguá	São Paulo
Santo Antônio do Jardim	São Paulo
Santo Antônio do Pinhal	São Paulo
Santo Expedito	São Paulo
Santópolis do Aguapeí	São Paulo
Santos	São Paulo
São Bento do Sapucaí	São Paulo
São Bernardo do Campo	São Paulo
São Caetano do Sul	São Paulo
São Carlos	São Paulo
São Francisco	São Paulo
São João da Boa Vista	São Paulo
São João das Duas Pontes	São Paulo
São João de Iracema	São Paulo
São João do Pau d'Alho	São Paulo
São Joaquim da Barra	São Paulo
São José da Bela Vista	São Paulo
São José do Barreiro	São Paulo
São José do Rio Pardo	São Paulo
São José do Rio Preto	São Paulo
São José dos Campos	São Paulo
São Lourenço da Serra	São Paulo
São Luiz do Paraitinga	São Paulo
São Manuel	São Paulo
São Miguel Arcanjo	São Paulo
São Paulo	São Paulo
São Pedro	São Paulo
São Pedro do Turvo	São Paulo
São Roque	São Paulo
São Sebastião	São Paulo
São Sebastião da Grama	São Paulo
São Simão	São Paulo
São Vicente	São Paulo
Sarapuí	São Paulo
Sarutaiá	São Paulo
Sebastianópolis do Sul	São Paulo
Serra Azul	São Paulo
Serra Negra	São Paulo
Serrana	São Paulo
Sertãozinho	São Paulo
Sete Barras	São Paulo
Severínia	São Paulo
Silveiras	São Paulo
Socorro	São Paulo
Sorocaba	São Paulo
Sud Mennucci	São Paulo
Sumaré	São Paulo
Suzanápolis	São Paulo
Suzano	São Paulo
Tabapuã	São Paulo
Tabatinga	São Paulo
Taboão da Serra	São Paulo
Taciba	São Paulo
Taguaí	São Paulo
Taiaçu	São Paulo
Taiúva	São Paulo
Tambaú	São Paulo
Tanabi	São Paulo
Tapiraí	São Paulo
Tapiratiba	São Paulo
Taquaral	São Paulo
Taquaritinga	São Paulo
Taquarituba	São Paulo
Taquarivaí	São Paulo
Tarabai	São Paulo
Tarumã	São Paulo
Tatuí	São Paulo
Taubaté	São Paulo
Tejupá	São Paulo
Teodoro Sampaio	São Paulo
Terra Roxa	São Paulo
Tietê	São Paulo
Timburi	São Paulo
Torre de Pedra	São Paulo
Torrinha	São Paulo
Trabiju	São Paulo
Tremembé	São Paulo
Três Fronteiras	São Paulo
Tuiuti	São Paulo
Tupã	São Paulo
Tupi Paulista	São Paulo
Turiúba	São Paulo
Turmalina	São Paulo
Ubarana	São Paulo
Ubatuba	São Paulo
Ubirajara	São Paulo
Uchoa	São Paulo
União Paulista	São Paulo
Urânia	São Paulo
Uru	São Paulo
Urupês	São Paulo
Valentim Gentil	São Paulo
Valinhos	São Paulo
Valparaíso	São Paulo
Vargem	São Paulo
Vargem Grande do Sul	São Paulo
Vargem Grande Paulista	São Paulo
Várzea Paulista	São Paulo
Vera Cruz	São Paulo
Vinhedo	São Paulo
Viradouro	São Paulo
Vista Alegre do Alto	São Paulo
Vitória Brasil	São Paulo
Votorantim	São Paulo
Votuporanga	São Paulo
Zacarias	São Paulo
Abatiá	Paraná
Adrianópolis	Paraná
Agudos do Sul	Paraná
Almirante Tamandaré	Paraná
Altamira do Paraná	Paraná
Alto Paraíso	Paraná
Alto Paraná	Paraná
Alto Piquiri	Paraná
Altônia	Paraná
Alvorada do Sul	Paraná
Amaporã	Paraná
Ampére	Paraná
Anahy	Paraná
Andirá	Paraná
Ângulo	Paraná
Antonina	Paraná
